image,text_a,text_b,label,label_name
IMG_1634.jpeg,CT 3320 G92 1928#,OLIN CT 3320 .H36 2003,0,In_Order
IMG_1634.jpeg,OLIN CT 3320 .H36 2003,CT 3320 J15 1963,0,In_Order
IMG_1634.jpeg,CT 3320 J15 1963,CT 3320 J52 1968,0,In_Order
IMG_1634.jpeg,CT 3320 J52 1968,OLIN CT 3320 .L48 1993,0,In_Order
IMG_1634.jpeg,OLIN CT 3320 .L48 1993,CT 3320 M45 1967,0,In_Order
IMG_1634.jpeg,CT 3320 M45 1967,CT 3320 M46,0,In_Order
IMG_1635.jpeg,OLIN D 767 .9 .B46 2009,OLIN D 767 .9 .B47X 1996,0,In_Order
IMG_1635.jpeg,OLIN D 767 .9 .B47X 1996,OLIN D 767 9 B73 2012,0,In_Order
IMG_1635.jpeg,OLIN D 767 9 B73 2012,OLIN D 767 .9 .B76X 1994,2,Out_of_Order
IMG_1635.jpeg,OLIN D 767 .9 .B76X 1994,OLIN D 767 .9 .C66 2014,0,In_Order
IMG_1635.jpeg,OLIN D 767 .9 .C66 2014,OLIN D 767 .9 .D86X 1998 V.1,2,Out_of_Order
IMG_1635.jpeg,OLIN D 767 .9 .D86X 1998 V.1,OLIN D 767 .9 .D86x 1998 V.2,0,In_Order
IMG_1635.jpeg,OLIN D 767 .9 .D86x 1998 V.2,OLIN D 767 .9 .F56 2011,0,In_Order
IMG_1635.jpeg,OLIN D 767 .9 .F56 2011,D 767 .9 H99,0,In_Order
IMG_1635.jpeg,D 767 .9 H99,OLIN D 767 .9 .J65x 1998,2,Out_of_Order
IMG_1636.jpeg,DA 122 N3 M25,DA 122 N3 W24,0,In_Order
IMG_1636.jpeg,DA 122 N3 W24,OLIN DA 123 .B75 2013 v.1,2,Out_of_Order
IMG_1636.jpeg,OLIN DA 123 .B75 2013 v.1,OLIN DA 123 .B75 2013 v.2,0,In_Order
IMG_1636.jpeg,OLIN DA 123 .B75 2013 v.2,OLIN DA 123 .B85 2016,0,In_Order
IMG_1636.jpeg,OLIN DA 123 .B85 2016,OLIN DA 123 .E47 2013,0,In_Order
IMG_1636.jpeg,OLIN DA 123 .E47 2013,OLIN DA 123 .S48 2010,0,In_Order
IMG_1636.jpeg,OLIN DA 123 .S48 2010,OLIN DA 125 .A1 A34 2021,0,In_Order
IMG_1636.jpeg,OLIN DA 125 .A1 A34 2021,DA 125 A1 A72,0,In_Order
IMG_1636.jpeg,DA 125 A1 A72,DA 125 A1 A75,0,In_Order
IMG_1637.jpeg,DA 880 A5 085,OLIN DA 880 .A6 A73 2004,0,In_Order
IMG_1637.jpeg,OLIN DA 880 .A6 A73 2004,OLIN DA 880 .A6 C24 2018,2,Out_of_Order
IMG_1637.jpeg,OLIN DA 880 .A6 C24 2018,DA 880 A6 M! 3,0,In_Order
IMG_1637.jpeg,DA 880 A6 M! 3,OLIN DA 880 .A6 P34 2005,2,Out_of_Order
IMG_1637.jpeg,OLIN DA 880 .A6 P34 2005,OLIN DA 880 .A6 P35 2004,2,Out_of_Order
IMG_1637.jpeg,OLIN DA 880 .A6 P35 2004,DA 880 A6 T77,0,In_Order
IMG_1637.jpeg,DA 880 A6 T77,JOHN DONALD,0,In_Order
IMG_1637.jpeg,JOHN DONALD,OLIN DA 880 .A6 W58 2004,1,Duplicate
IMG_1637.jpeg,OLIN DA 880 .A6 W58 2004,DA 880 A7 M12 1970,0,In_Order
IMG_1637.jpeg,DA 880 A7 M12 1970,DA 880 A7 M12 1985,0,In_Order
IMG_1638.jpeg,OLIN BP 172 .185 V.45 2019,OLIN BP 172 .185 v.46 2020,0,In_Order
IMG_1638.jpeg,OLIN BP 172 .185 v.46 2020,TSH OLIN BP 172 .185 v.47 2021,0,In_Order
IMG_1638.jpeg,TSH OLIN BP 172 .185 v.47 2021,OLIN BP 172 .185 v.48 2022,0,In_Order
IMG_1638.jpeg,OLIN BP 172 .185 v.48 2022,OLIN BP 172 .185 v.49 2023,0,In_Order
IMG_1638.jpeg,OLIN BP 172 .185 v.49 2023,ISH OLIN BP 172 .185 v.50 2024,0,In_Order
IMG_1638.jpeg,ISH OLIN BP 172 .185 v.50 2024,OLIN BP 172 .186 2007,0,In_Order
IMG_1638.jpeg,OLIN BP 172 .186 2007,OLIN BP 172 .I857x 1998,2,Out_of_Order
IMG_1638.jpeg,OLIN BP 172 .I857x 1998,OLIN BP 172 .145x 2003,0,In_Order
IMG_1638.jpeg,OLIN BP 172 .145x 2003,OLIN BP 172 .J675 2014,0,In_Order
IMG_1638.jpeg,OLIN BP 172 .J675 2014,OLIN BP 172 .J68 2010,2,Out_of_Order
IMG_1639.jpeg,OLIN CB 88 -G37 2010,OLIN CB 203 E94 2019 Bd.1,2,Out_of_Order
IMG_1639.jpeg,OLIN CB 203 E94 2019 Bd.1,OLIN CB 203 E94 2019 Bd.2,0,In_Order
IMG_1639.jpeg,OLIN CB 203 E94 2019 Bd.2,OLIN 中中 CB 206 C97 1992,0,In_Order
IMG_1639.jpeg,OLIN 中中 CB 206 C97 1992,CB 213 N87++,0,In_Order
IMG_1639.jpeg,CB 213 N87++,OLIN CB 214 .155 2007 ++ 1. Teil,0,In_Order
IMG_1639.jpeg,OLIN CB 214 .155 2007 ++ 1. Teil,OLIN CB 214 .155 2007 ++ 2.Teil,0,In_Order
IMG_1639.jpeg,OLIN CB 214 .155 2007 ++ 2.Teil,OLIN CB 226 H578 19912,0,In_Order
IMG_1639.jpeg,OLIN CB 226 H578 19912,CB 213 N87+ 1980 X,2,Out_of_Order
IMG_1639.jpeg,CB 213 N87+ 1980 X,LIN B35 36 + 978- 982 ncomple,0,In_Order
IMG_1639.jpeg,LIN B35 36 + 978- 982 ncomple,OLIN CB 245 K35 2003,2,Out_of_Order
IMG_1639.jpeg,OLIN CB 245 K35 2003,OLIN CB 253 .C48 126,0,In_Order
IMG_1639.jpeg,OLIN CB 253 .C48 126,U3L+ Emor +,0,In_Order
IMG_1639.jpeg,U3L+ Emor +,CB 301 P63++,2,Out_of_Order
IMG_1640.jpeg,CD L040 A25++,CD 1040 A25++,1,Duplicate
IMG_1640.jpeg,CD 1040 A25++,CD 1040 A25++,1,Duplicate
IMG_1640.jpeg,CD 1040 A25++,CD 1040 A25++,1,Duplicate
IMG_1640.jpeg,CD 1040 A25++,1040 A25++,1,Duplicate
IMG_1640.jpeg,1040 A25++,CD 1040 A25++,1,Duplicate
IMG_1640.jpeg,CD 1040 A25++,CD 1040 A25++,1,Duplicate
IMG_1640.jpeg,CD 1040 A25++,CD 1040 A25++ v.21,1,Duplicate
IMG_1640.jpeg,CD 1040 A25++ v.21,CD 1040 A25+ v.22,0,In_Order
IMG_1640.jpeg,CD 1040 A25+ v.22,CD 1040 A25++ V.23,0,In_Order
IMG_1640.jpeg,CD 1040 A25++ V.23,CD 1040 A25++ V.24,0,In_Order
IMG_1640.jpeg,CD 1040 A25++ V.24,CD 1040 A25++ V.29,0,In_Order
IMG_1640.jpeg,CD 1040 A25++ V.29,++ CD 1040 A25 V.240,2,Out_of_Order
IMG_1641.jpeg,CD 1046 A32++ suppl. no.6 pt.6,"CD 1046 A32 ++ Suppl. no.6 pt,7",1,Duplicate
IMG_1641.jpeg,"CD 1046 A32 ++ Suppl. no.6 pt,7",CD 1046 A32++ Suppl V.6 no.8,0,In_Order
IMG_1641.jpeg,CD 1046 A32++ Suppl V.6 no.8,CD 1046 A32++ Suppl. no.6 V.9,0,In_Order
IMG_1641.jpeg,CD 1046 A32++ Suppl. no.6 V.9,CD 1046 A32++ suppl,1,Duplicate
IMG_1641.jpeg,CD 1046 A32++ suppl,CD 1046 A32++ suppl.,1,Duplicate
IMG_1641.jpeg,CD 1046 A32++ suppl.,CD 1046 A32++ Suppl. no.7 v.4,1,Duplicate
IMG_1641.jpeg,CD 1046 A32++ Suppl. no.7 v.4,CD 1046 A32++ suppl.,1,Duplicate
IMG_1641.jpeg,CD 1046 A32++ suppl.,CD 1046 A32++ suppl.,1,Duplicate
IMG_1641.jpeg,CD 1046 A32++ suppl.,CD 1046 A32++,1,Duplicate
IMG_1641.jpeg,CD 1046 A32++,CD 1046 A32++ supp,1,Duplicate
IMG_1641.jpeg,CD 1046 A32++ supp,CD 1046 A32++ Suppl no.11 V.2,1,Duplicate
IMG_1641.jpeg,CD 1046 A32++ Suppl no.11 V.2,CD 1046 A32++ Suppl no.x1 V.3,0,In_Order
IMG_1642.jpeg,OLIN + CJ 2580 .J95 1975 Bd.1,CJ 2683 D51+,0,In_Order
IMG_1642.jpeg,CJ 2683 D51+,% OLIN CJ 2683 S66x 1997 ++,0,In_Order
IMG_1642.jpeg,% OLIN CJ 2683 S66x 1997 ++,CJ 2688 S2 厂,0,In_Order
IMG_1642.jpeg,CJ 2688 S2 厂,OLIN C 2689 .M37 B746z 1996 ++,2,Out_of_Order
IMG_1642.jpeg,OLIN C 2689 .M37 B746z 1996 ++,OLIN CJ 2729 .M86 145 2007 ++,0,In_Order
IMG_1642.jpeg,OLIN CJ 2729 .M86 145 2007 ++,Daunssee eer,2,Out_of_Order
IMG_1642.jpeg,Daunssee eer,CJ 5569 T79++ V.18,0,In_Order
IMG_1642.jpeg,CJ 5569 T79++ V.18,CJ 5569 T79++ v.19,0,In_Order
IMG_1642.jpeg,CJ 5569 T79++ v.19,CJ 5569 T79++ V.20,0,In_Order
IMG_1642.jpeg,CJ 5569 T79++ V.20,CJ 5675 G57++ V.1,2,Out_of_Order
IMG_1642.jpeg,CJ 5675 G57++ V.1,OLIN ++ CJ 6032 H69z 1988 v.1,0,In_Order
IMG_1643.jpeg,83625,CJ 1309 M68+★,2,Out_of_Order
IMG_1643.jpeg,CJ 1309 M68+★,OLIN CJ 1347 M374 2011 ++,2,Out_of_Order
IMG_1643.jpeg,OLIN CJ 1347 M374 2011 ++,OLIN CJ 1361 H454 2017,2,Out_of_Order
IMG_1643.jpeg,OLIN CJ 1361 H454 2017,OLIN CJ 1363 .S353 2014 ++,0,In_Order
IMG_1643.jpeg,OLIN CJ 1363 .S353 2014 ++,OLIN CJ 1363 S56 2012 ++ v.2,2,Out_of_Order
IMG_1643.jpeg,OLIN CJ 1363 S56 2012 ++ v.2,OLIN CJ 1363 .S56 2012 ++ v.7,0,In_Order
IMG_1643.jpeg,OLIN CJ 1363 .S56 2012 ++ v.7,OLIN CJ 1375 .C35 2023 ++,0,In_Order
IMG_1643.jpeg,OLIN CJ 1375 .C35 2023 ++,OLIN CJ 1381 L85 2018,2,Out_of_Order
IMG_1643.jpeg,OLIN CJ 1381 L85 2018,DPH 512,0,In_Order
IMG_1643.jpeg,DPH 512,OLIN CJ 1621 .C65 2025 ++,2,Out_of_Order
IMG_1643.jpeg,OLIN CJ 1621 .C65 2025 ++,OLIN ++ CJ 1841 .M6 1993z,2,Out_of_Order
IMG_1643.jpeg,OLIN ++ CJ 1841 .M6 1993z,OLIN CJ 2326 .H69x 1998,0,In_Order
IMG_1643.jpeg,OLIN CJ 2326 .H69x 1998,OLIN CJ 2326 .193 2018 +,0,In_Order
IMG_1643.jpeg,OLIN CJ 2326 .193 2018 +,SYECU CORI CIEDAD N,2,Out_of_Order
IMG_1643.jpeg,SYECU CORI CIEDAD N,OLIN ++ CJ 2472 .E53 1993z v.2 pt.1,2,Out_of_Order
IMG_1643.jpeg,OLIN ++ CJ 2472 .E53 1993z v.2 pt.1,OLIN ++ CJ 2580 .J95 1975,0,In_Order
IMG_1643.jpeg,OLIN ++ CJ 2580 .J95 1975,CJ 2580 J95+ 1975 V.5,1,Duplicate
IMG_1644.jpeg,OLIN DR I .S945 Bd.33 2006,OLIN DR .S945 Bd.34 2004,2,Out_of_Order
IMG_1644.jpeg,OLIN DR .S945 Bd.34 2004,OLIN DR 1 S945 Bd.35 2005,0,In_Order
IMG_1644.jpeg,OLIN DR 1 S945 Bd.35 2005,OLIN DR 1 S945 Bd.36 2007,0,In_Order
IMG_1644.jpeg,OLIN DR 1 S945 Bd.36 2007,OLIN DR 1 S945 Bd.37 2008,0,In_Order
IMG_1644.jpeg,OLIN DR 1 S945 Bd.37 2008,OLIN DR 1 .S945 Bd.38 2011,0,In_Order
IMG_1644.jpeg,OLIN DR 1 .S945 Bd.38 2011,OLIN DR 1 .S945 Bd.39 2014,0,In_Order
IMG_1644.jpeg,OLIN DR 1 .S945 Bd.39 2014,OLIN DR 1 S945 Bd.40 2014,0,In_Order
IMG_1644.jpeg,OLIN DR 1 S945 Bd.40 2014,OLIN DR 1 .S945 Bd.41 2015,0,In_Order
IMG_1644.jpeg,OLIN DR 1 .S945 Bd.41 2015,OLIN DR 1 .S945 Bd.45 2020,0,In_Order
IMG_1644.jpeg,OLIN DR 1 .S945 Bd.45 2020,OLIN DR 1 .S945 Bd.46 2021,0,In_Order
IMG_1644.jpeg,OLIN DR 1 .S945 Bd.46 2021,OLIN DR L S945 od.47 2024,0,In_Order
IMG_1645.jpeg,R23 V17 1953,DR 23 V17 1953,1,Duplicate
IMG_1645.jpeg,DR 23 V17 1953,DR 23 V17 1953,1,Duplicate
IMG_1645.jpeg,DR 23 V17 1953,DR 23 V17 1953,1,Duplicate
IMG_1645.jpeg,DR 23 V17 1953,DR 23 Z92,0,In_Order
IMG_1645.jpeg,DR 23 Z92,OLIN DR 24 .B25 2015,2,Out_of_Order
IMG_1645.jpeg,OLIN DR 24 .B25 2015,OLIN DR 24 .B45 2009,2,Out_of_Order
IMG_1645.jpeg,OLIN DR 24 .B45 2009,OLIN DR 24 .B49 2016,0,In_Order
IMG_1645.jpeg,OLIN DR 24 .B49 2016,OLIN DR 24 .C43 2015,2,Out_of_Order
IMG_1645.jpeg,OLIN DR 24 .C43 2015,OLIN DR 24 .E75 2017,0,In_Order
IMG_1645.jpeg,OLIN DR 24 .E75 2017,OLIN DR 24 .E84 2003 v.1,2,Out_of_Order
IMG_1646.jpeg,OLIN DR 38 .15 .T37X 1998,OLIN DR 38 .2 .B35x 1998 v.1,0,In_Order
IMG_1646.jpeg,OLIN DR 38 .2 .B35x 1998 v.1,OLIN DR 38 .2 .B35x 1998 v.2,0,In_Order
IMG_1646.jpeg,OLIN DR 38 .2 .B35x 1998 v.2,OLIN DR 38 .2 .B35x 1998 v.3,0,In_Order
IMG_1646.jpeg,OLIN DR 38 .2 .B35x 1998 v.3,OLIN DR 38 .2 .B36 2004,0,In_Order
IMG_1646.jpeg,OLIN DR 38 .2 .B36 2004,OLIN DR 38 .2 .C37x 2002,2,Out_of_Order
IMG_1646.jpeg,OLIN DR 38 .2 .C37x 2002,OLIN DR 38 .2 C55 2018,2,Out_of_Order
IMG_1646.jpeg,OLIN DR 38 .2 C55 2018,13,2,Out_of_Order
IMG_1646.jpeg,13,OLIN DR 38 .2 .F76X 1999,2,Out_of_Order
IMG_1646.jpeg,OLIN DR 38 .2 .F76X 1999,OLIN DR 38 .2 .H38 2007,0,In_Order
IMG_1646.jpeg,OLIN DR 38 .2 .H38 2007,OLIN DR 38 .2 .157 2021,0,In_Order
IMG_1646.jpeg,OLIN DR 38 .2 .157 2021,OLIN DR 38 .2 .197 2007,2,Out_of_Order
IMG_1647.jpeg,DR 63 A1 18 V.5 1929,DR 63 11 8 V .6 930,2,Out_of_Order
IMG_1647.jpeg,DR 63 11 8 V .6 930,DR 63 A1 A18 V.7 1932,0,In_Order
IMG_1647.jpeg,DR 63 A1 A18 V.7 1932,DR 63 A1 18 V.8 933,0,In_Order
IMG_1647.jpeg,DR 63 A1 18 V.8 933,DR 63 A1 18 V.9 1934,0,In_Order
IMG_1647.jpeg,DR 63 A1 18 V.9 1934,DR 63 1 18 V.10 1935,0,In_Order
IMG_1647.jpeg,DR 63 1 18 V.10 1935,DR 63 1 18 V. .11 936,0,In_Order
IMG_1647.jpeg,DR 63 1 18 V. .11 936,DR 63 1 18 V .12 937,0,In_Order
IMG_1647.jpeg,DR 63 1 18 V .12 937,DR 63 A1 A18 V.13 1938,0,In_Order
IMG_1647.jpeg,DR 63 A1 A18 V.13 1938,DR 63 A 1 A 8 1 4 939,0,In_Order
IMG_1647.jpeg,DR 63 A 1 A 8 1 4 939,DR 63 A1 A18 V.15 1940,2,Out_of_Order
IMG_1647.jpeg,DR 63 A1 A18 V.15 1940,DR 63 A1 A 18 V 16,0,In_Order
IMG_1647.jpeg,DR 63 A1 A 18 V 16,DR 63 A1 A18 V 17 1942,2,Out_of_Order
IMG_1648.jpeg,OLIN DP 177 .P83z 2001,OLIN DP 178 .E88 2004,0,In_Order
IMG_1648.jpeg,OLIN DP 178 .E88 2004,DP 178 F34,0,In_Order
IMG_1648.jpeg,DP 178 F34,OLIN DP 178 .F37x 1998 V.1 pt.1,2,Out_of_Order
IMG_1648.jpeg,OLIN DP 178 .F37x 1998 V.1 pt.1,OLIN DP 178 .F37X 1998 V.1 pt.2,0,In_Order
IMG_1648.jpeg,OLIN DP 178 .F37X 1998 V.1 pt.2,OLIN DP 178 .F37X 1998 V.2,0,In_Order
IMG_1648.jpeg,OLIN DP 178 .F37X 1998 V.2,OLIN DP 178 .F37X 1998 V.3,0,In_Order
IMG_1648.jpeg,OLIN DP 178 .F37X 1998 V.3,OLIN DP 178 .F37x 1998 V.4,0,In_Order
IMG_1648.jpeg,OLIN DP 178 .F37x 1998 V.4,OLIN DP 178 .F4165x 1999 v.1,0,In_Order
IMG_1648.jpeg,OLIN DP 178 .F4165x 1999 v.1,OLIN DP 178 .F4165x 1999 v.2,0,In_Order
IMG_1649.jpeg,IN 34,DP 216 M49,2,Out_of_Order
IMG_1649.jpeg,DP 216 M49,OLIN DP 216 .P57z 1991,0,In_Order
IMG_1649.jpeg,OLIN DP 216 .P57z 1991,OLIN DP 216 R84Z 2001,0,In_Order
IMG_1649.jpeg,OLIN DP 216 R84Z 2001,OLIN DP 216 .T46 2010,0,In_Order
IMG_1649.jpeg,OLIN DP 216 .T46 2010,OLIN DP 217 .A43X 1997,2,Out_of_Order
IMG_1649.jpeg,OLIN DP 217 .A43X 1997,DP 217 C58,0,In_Order
IMG_1649.jpeg,DP 217 C58,OLIN DP 217 .G75 2020,0,In_Order
IMG_1649.jpeg,OLIN DP 217 .G75 2020,DP 217 K41,0,In_Order
IMG_1649.jpeg,DP 217 K41,DP 217 048,0,In_Order
IMG_1649.jpeg,DP 217 048,OLIN DP 217 .P49X 2002,2,Out_of_Order
IMG_1649.jpeg,OLIN DP 217 .P49X 2002,DP 217 .5 A78 T79,0,In_Order
IMG_1649.jpeg,DP 217 .5 A78 T79,OLIN DP 217 D53 2023,0,In_Order
IMG_1649.jpeg,OLIN DP 217 D53 2023,OLIN DP 217 .5 .E76 G37 2016,2,Out_of_Order
IMG_1650.jpeg,518 51 41,DQ 851 B13 M46,2,Out_of_Order
IMG_1650.jpeg,DQ 851 B13 M46,EBEN B62,0,In_Order
IMG_1650.jpeg,EBEN B62,851 B62 M93,2,Out_of_Order
IMG_1650.jpeg,851 B62 M93,OLIN DQ 851 .B63 B56 2004,2,Out_of_Order
IMG_1650.jpeg,OLIN DQ 851 .B63 B56 2004,OLIN DQ 851 .C279 078z 1994,0,In_Order
IMG_1650.jpeg,OLIN DQ 851 .C279 078z 1994,OLIN DQ 851 .C355 B57x 2000,2,Out_of_Order
IMG_1650.jpeg,OLIN DQ 851 .C355 B57x 2000,OLIN DQ 851 .C45 K35z 1998,0,In_Order
IMG_1650.jpeg,OLIN DQ 851 .C45 K35z 1998,OLIN DQ 851 .C883 R35 2013,0,In_Order
IMG_1650.jpeg,OLIN DQ 851 .C883 R35 2013,OLIN DQ 851 .E27 H67x 1991,0,In_Order
IMG_1650.jpeg,OLIN DQ 851 .E27 H67x 1991,D8ES Onmm 4,0,In_Order
IMG_1651.jpeg,DO 703,OLIN DQ 708 G82 1961,2,Out_of_Order
IMG_1651.jpeg,OLIN DQ 708 G82 1961,DQ 716 K92 1966,0,In_Order
IMG_1651.jpeg,DQ 716 K92 1966,DQ 716 Z78,0,In_Order
IMG_1651.jpeg,DQ 716 Z78,DQ 717 5 Z95,2,Out_of_Order
IMG_1651.jpeg,DQ 717 5 Z95,OLIN DQ 719 .1 .083 1997,2,Out_of_Order
IMG_1651.jpeg,OLIN DQ 719 .1 .083 1997,DQ 719 5 B61,0,In_Order
IMG_1652.jpeg,OLIN DQ 403 .F75 2002,DQ 409 S84 1964,0,In_Order
IMG_1652.jpeg,DQ 409 S84 1964,OLIN DQ 409 .4 .G473X 2001,2,Out_of_Order
IMG_1652.jpeg,OLIN DQ 409 .4 .G473X 2001,DQ 409 .6 J95,0,In_Order
IMG_1652.jpeg,DQ 409 .6 J95,DQ 4SE 12 8 6 65 1 V,0,In_Order
IMG_1652.jpeg,DQ 4SE 12 8 6 65 1 V,DQ 412 S86 E 65 V.2,0,In_Order
IMG_1652.jpeg,DQ 412 S86 E 65 V.2,DQ 415 J25 1967,0,In_Order
IMG_1653.jpeg,OLIN DQ 380 R83z 1999,OLIN DQ 375 .Q4Z Bd.62,2,Out_of_Order
IMG_1653.jpeg,OLIN DQ 375 .Q4Z Bd.62,DQ 383 Q3 v.7 pt 1,2,Out_of_Order
IMG_1653.jpeg,DQ 383 Q3 v.7 pt 1,DQ 383 Q3 V.11,0,In_Order
IMG_1653.jpeg,DQ 383 Q3 V.11,DQ 383 Q3 V.12,0,In_Order
IMG_1653.jpeg,DQ 383 Q3 V.12,OLIN DQ 384 .5 .G38x 2001,0,In_Order
IMG_1653.jpeg,OLIN DQ 384 .5 .G38x 2001,DQ 387 .6 S57,0,In_Order
IMG_1653.jpeg,DQ 387 .6 S57,DQ,0,In_Order
IMG_1654.jpeg,OLIN DR 1698 A53X 2001,OLIN DR 1698 A53x 2001,1,Duplicate
IMG_1654.jpeg,OLIN DR 1698 A53x 2001,OLIN DR 1698 .H35 2004,0,In_Order
IMG_1654.jpeg,OLIN DR 1698 .H35 2004,OLIN DR 1699 .134 2011 v.1,0,In_Order
IMG_1654.jpeg,OLIN DR 1699 .134 2011 v.1,OLIN DR 1699 .134 2011 v.2,0,In_Order
IMG_1654.jpeg,OLIN DR 1699 .134 2011 v.2,OLIN DR 1699 K73 2018,0,In_Order
IMG_1654.jpeg,OLIN DR 1699 K73 2018,OLIN DR 1703 .F55 2007,0,In_Order
IMG_1654.jpeg,OLIN DR 1703 .F55 2007,OLIN DR 1703 .L27 2003,0,In_Order
IMG_1654.jpeg,OLIN DR 1703 .L27 2003,OLIN DR 1711 .B35 2013 pt.1,2,Out_of_Order
IMG_1654.jpeg,OLIN DR 1711 .B35 2013 pt.1,OLIN DR 1711 .B35 2013 pt.2,0,In_Order
IMG_1654.jpeg,OLIN DR 1711 .B35 2013 pt.2,OLIN DR 1712 .B45 2017,0,In_Order
IMG_1655.jpeg,OLIN DS 135 E83 M87X 1998,OLIN DS 135 .E83 N34Z 2002,0,In_Order
IMG_1655.jpeg,OLIN DS 135 .E83 N34Z 2002,H304,2,Out_of_Order
IMG_1655.jpeg,H304,OLIN DS 135 .E83 N49 2008,0,In_Order
IMG_1655.jpeg,OLIN DS 135 .E83 N49 2008,OLIN DS 135 .E83 077 2004,2,Out_of_Order
IMG_1655.jpeg,OLIN DS 135 .E83 077 2004,OLIN DS 135 .E83 P37 2014,0,In_Order
IMG_1655.jpeg,OLIN DS 135 .E83 P37 2014,OLIN DS 135 .E83 P37x 2001,2,Out_of_Order
IMG_1655.jpeg,OLIN DS 135 .E83 P37x 2001,OLIN DS 135 .E83 P46x 2001,1,Duplicate
IMG_1655.jpeg,OLIN DS 135 .E83 P46x 2001,OLIN DS 135 .E83 P48 2014,0,In_Order
IMG_1655.jpeg,OLIN DS 135 .E83 P48 2014,OLIN DS 135 .E83 P65z 2001,0,In_Order
IMG_1655.jpeg,OLIN DS 135 .E83 P65z 2001,OLIN DS 135 .E83 R35 2009,0,In_Order
IMG_1655.jpeg,OLIN DS 135 .E83 R35 2009,DS 135 83,0,In_Order
IMG_1655.jpeg,DS 135 83,DS 135 E83 R37 1961 C.2,2,Out_of_Order
IMG_1656.jpeg,DS 247 K85 M21,OLIN DS 247 .K85 M95 1995,2,Out_of_Order
IMG_1656.jpeg,OLIN DS 247 .K85 M95 1995,DS 247 K85 R23 1962,0,In_Order
IMG_1656.jpeg,DS 247 K85 R23 1962,OLIN DS 247 .K85 S53 2008,0,In_Order
IMG_1656.jpeg,OLIN DS 247 .K85 S53 2008,DS 247 K86 R95,0,In_Order
IMG_1656.jpeg,DS 247 K86 R95,OLIN DS 247 K87 A47 2014,2,Out_of_Order
IMG_1656.jpeg,OLIN DS 247 K87 A47 2014,OLIN DS 247 .K87 A473X 1998,0,In_Order
IMG_1656.jpeg,OLIN DS 247 .K87 A473X 1998,OLIN DS 247 .K87 H35 2005,0,In_Order
IMG_1656.jpeg,OLIN DS 247 .K87 H35 2005,OLIN DS 247 .K87 K89 2008,0,In_Order
IMG_1656.jpeg,OLIN DS 247 .K87 K89 2008,OLIN DS 247 .K88 A57 2007,2,Out_of_Order
IMG_1656.jpeg,OLIN DS 247 .K88 A57 2007,DS 247 K88 A66 2015,0,In_Order
IMG_1656.jpeg,DS 247 K88 A66 2015,OLIN DS 247 .K88 A6669X 1995,0,In_Order
IMG_1656.jpeg,OLIN DS 247 .K88 A6669X 1995,DS 247 K88 A84,0,In_Order
IMG_1656.jpeg,DS 247 K88 A84,DS 247 K88 C95,0,In_Order
IMG_1656.jpeg,DS 247 K88 C95,OLIN DS 247 .K88 J69x 1998,0,In_Order
IMG_1657.jpeg,OLIN E 99 .C68 S94 2010,OLIN E 99 .C68 T87x 1997,0,In_Order
IMG_1657.jpeg,OLIN E 99 .C68 T87x 1997,OLIN E 99 .C68 S764 2008,2,Out_of_Order
IMG_1657.jpeg,OLIN E 99 .C68 S764 2008,OLIN E 99 .C7 C25 1966,0,In_Order
IMG_1657.jpeg,OLIN E 99 .C7 C25 1966,E 99 C8 A25,0,In_Order
IMG_1657.jpeg,E 99 C8 A25,OLIN E 99 C8 A42 2013,2,Out_of_Order
IMG_1657.jpeg,OLIN E 99 C8 A42 2013,E 99 C8 B45,0,In_Order
IMG_1657.jpeg,E 99 C8 B45,S上,0,In_Order
IMG_1657.jpeg,S上,E 99 C8 B47 1970,2,Out_of_Order
IMG_1657.jpeg,E 99 C8 B47 1970,OLIN E 99 .C8 B44 2007,2,Out_of_Order
IMG_1657.jpeg,OLIN E 99 .C8 B44 2007,E 99 C8 B63,0,In_Order
IMG_1657.jpeg,E 99 C8 B63,OLIN E 99 .C8 C33x 1999,2,Out_of_Order
IMG_1657.jpeg,OLIN E 99 .C8 C33x 1999,OLIN E 99 .C8 C453 1985,2,Out_of_Order
IMG_1657.jpeg,OLIN E 99 .C8 C453 1985,OLIN E 99 .C8 C454 1984,2,Out_of_Order
IMG_1658.jpeg,OLIN DT 1373 .H49X 2000,OLIN DT 1402 .M64X 1992,0,In_Order
IMG_1658.jpeg,OLIN DT 1402 .M64X 1992,OLIN DT 1402 N47 2001,0,In_Order
IMG_1658.jpeg,OLIN DT 1402 N47 2001,OLIN DT 1402 S419x 2000,0,In_Order
IMG_1658.jpeg,OLIN DT 1402 S419x 2000,OLIN DT 1402 .T45 2022,0,In_Order
IMG_1658.jpeg,OLIN DT 1402 .T45 2022,OLIN DT 1405 .M46 2002,2,Out_of_Order
IMG_1658.jpeg,OLIN DT 1405 .M46 2002,OLIN DT 1410 .C83 C37x 1996,2,Out_of_Order
IMG_1658.jpeg,OLIN DT 1410 .C83 C37x 1996,OLIN DT 1420 .M47 2008 v.1,0,In_Order
IMG_1658.jpeg,OLIN DT 1420 .M47 2008 v.1,OLIN DT 1420 .M47 2008 v.2,0,In_Order
IMG_1658.jpeg,OLIN DT 1420 .M47 2008 v.2,OLIN DT 1428 .A57X 1996,2,Out_of_Order
